id,name,category,value,count,description,is_active,rating
40,item_40,E,38.623696522187934,903,This is item number 40 in category C,false,2.2943213082663254
41,item_41,D,91.41368831223234,980,This is item number 41 in category C,true,4.384248013104705
42,item_42,A,83.08949246556733,870,This is item number 42 in category E,false,4.005341317675015
43,item_43,D,81.73667695946138,635,This is item number 43 in category A,true,3.1728674612750596
44,item_44,D,0.8003755212837582,190,This is item number 44 in category D,false,2.7237983691521017
45,item_45,C,71.64767329112604,961,This is item number 45 in category E,false,4.408258462153784
46,item_46,E,74.86186403208599,539,This is item number 46 in category C,true,1.6068060137985327
47,item_47,E,48.51657798654547,17,This is item number 47 in category A,true,4.614105471725045
48,item_48,B,70.19219594954023,786,This is item number 48 in category E,true,3.1322330401346816
49,item_49,B,44.359748707328016,926,This is item number 49 in category C,false,1.876161126960762
50,item_50,D,14.89301833794352,976,This is item number 50 in category E,false,4.9338098553225205
51,item_51,B,68.46064279399417,988,This is item number 51 in category D,false,4.803387557517581
52,item_52,A,95.6679470609269,586,This is item number 52 in category A,false,2.3127240511903286
53,item_53,D,74.12231382809301,267,This is item number 53 in category E,true,2.444805434090081
54,item_54,A,21.06164122517643,385,This is item number 54 in category E,false,1.8978987347813336
55,item_55,C,68.31329144046751,122,This is item number 55 in category B,true,3.742337512353157
56,item_56,E,11.38288016953557,691,This is item number 56 in category E,false,4.783044311995113
57,item_57,E,56.775641500962614,811,This is item number 57 in category C,true,3.346316804709763
58,item_58,D,53.326957915960946,61,This is item number 58 in category B,false,3.511313810232086
59,item_59,A,3.670585434221929,408,This is item number 59 in category E,true,3.6118144839761417
60,item_60,A,94.50670284924662,691,This is item number 60 in category D,false,4.295401284350898
61,item_61,E,59.38377666589919,610,This is item number 61 in category D,false,3.5140991150516228
62,item_62,C,70.75648365599788,165,This is item number 62 in category E,true,4.6964601466590015
63,item_63,E,40.248865717834384,921,This is item number 63 in category D,true,2.6803636414336256
64,item_64,C,33.066466599779055,582,This is item number 64 in category C,false,4.400334453593049
65,item_65,B,90.83817133299394,379,This is item number 65 in category C,true,1.683929073239773
66,item_66,C,14.636716365834124,412,This is item number 66 in category D,false,3.713195165569021
67,item_67,B,93.16766257346403,530,This is item number 67 in category C,false,4.146109253915493
68,item_68,B,18.60885346154393,964,This is item number 68 in category E,true,3.607652536133362
69,item_69,A,40.83062647500557,142,This is item number 69 in category B,false,3.78217464267613
70,item_70,E,11.545546127940142,643,This is item number 70 in category A,false,4.439490425883042
71,item_71,B,28.589053182429513,702,This is item number 71 in category D,true,1.9163453228896015
72,item_72,C,32.828040575801545,381,This is item number 72 in category B,true,2.847787335853576
73,item_73,E,26.16159770195152,959,This is item number 73 in category A,false,3.166497481482537
74,item_74,D,82.45970073584449,459,This is item number 74 in category B,false,3.0349170492285658
75,item_75,A,98.10857091059678,914,This is item number 75 in category C,false,1.6273953507416032
76,item_76,A,17.333411083066263,397,This is item number 76 in category D,false,3.901969093530553
77,item_77,C,47.90904141506338,257,This is item number 77 in category E,true,4.883846020111992
78,item_78,A,40.61561535956019,815,This is item number 78 in category A,true,3.2834767052584772
79,item_79,E,22.25007095442847,348,This is item number 79 in category B,false,3.4463002960651825
80,item_80,C,83.1278629105065,299,This is item number 80 in category D,false,4.323328240357318
81,item_81,D,7.5640024111351405,556,This is item number 81 in category D,true,2.6152558463431217
82,item_82,D,2.0670380929934784,283,This is item number 82 in category B,false,1.6810220983791284
83,item_83,D,22.398644231173336,329,This is item number 83 in category B,false,4.893145947279249
84,item_84,B,42.57515795660917,978,This is item number 84 in category A,false,4.480119681855844
85,item_85,C,47.81468319249004,783,This is item number 85 in category B,false,2.178785897777049
86,item_86,E,72.33621332518865,574,This is item number 86 in category B,true,3.2338336450651237
87,item_87,B,87.62414385529317,225,This is item number 87 in category D,false,1.967613614706817
88,item_88,E,4.96009114287026,700,This is item number 88 in category E,false,4.155868612386902
89,item_89,A,80.00711323294642,520,This is item number 89 in category D,true,3.548764539779591
90,item_90,A,37.09163282771723,244,This is item number 90 in category D,true,1.181414956326094
91,item_91,B,93.41538238927902,218,This is item number 91 in category E,true,4.119155532882054
92,item_92,E,17.308646181468855,816,This is item number 92 in category C,true,2.274362566353205
93,item_93,D,70.13897398159877,942,This is item number 93 in category B,false,3.832723874174995
94,item_94,C,91.80809994332972,396,This is item number 94 in category D,true,4.64724324843188
95,item_95,E,94.66981833122367,752,This is item number 95 in category C,false,2.515480202596744
96,item_96,A,36.25332500208581,388,This is item number 96 in category C,true,4.541139273497198
97,item_97,B,57.89109086478684,748,This is item number 97 in category B,false,4.391606178491493
98,item_98,D,23.78573809515805,543,This is item number 98 in category B,true,3.162722506138417
99,item_99,B,65.10330818940517,631,This is item number 99 in category B,true,3.800750709005901
100,item_100,C,94.36070559946096,62,This is item number 100 in category E,false,1.0766365648945952
101,item_101,A,62.89362874792255,814,This is item number 101 in category D,false,4.375380194692647
102,item_102,B,75.02037574489702,514,This is item number 102 in category B,true,2.6711039331614024
103,item_103,E,58.55068712663625,550,This is item number 103 in category B,true,2.732911468423507
104,item_104,C,60.39536043188114,58,This is item number 104 in category C,true,1.6165820064070986
105,item_105,E,83.75777030143652,971,This is item number 105 in category B,false,4.1550968854332595
106,item_106,A,89.39267958310352,333,This is item number 106 in category D,true,1.782120789534317
107,item_107,B,52.628104594513246,108,This is item number 107 in category E,false,1.0126994327959822
108,item_108,A,94.63429263748745,677,This is item number 108 in category A,true,4.435810314666163
109,item_109,A,24.463987931237085,323,This is item number 109 in category B,true,2.662687722490074
110,item_110,B,31.412139038958532,686,This is item number 110 in category B,false,1.5118209309708104
111,item_111,D,59.26405930928159,423,This is item number 111 in category B,true,1.5970855409842484
112,item_112,A,9.008505432398783,374,This is item number 112 in category E,true,4.638379093600674
113,item_113,B,44.80456688928086,585,This is item number 113 in category E,false,1.5683071155782464
114,item_114,A,51.74538076223612,729,This is item number 114 in category A,false,1.3956805427790413
115,item_115,B,84.41273624675605,159,This is item number 115 in category A,true,3.3526516583068844
116,item_116,A,63.39804932323223,545,This is item number 116 in category A,false,1.8232467981299068
117,item_117,A,2.1133827958910167,194,This is item number 117 in category C,true,4.188802028311478
118,item_118,B,64.46059143475865,471,This is item number 118 in category B,true,3.6674538715707707
119,item_119,A,76.43628793745404,680,This is item number 119 in category C,true,3.2120608896446763
120,item_120,A,99.6124909067651,213,This is item number 120 in category A,false,1.3773762750887606
121,item_121,B,58.300673472384666,253,This is item number 121 in category E,true,2.1624583578332377
122,item_122,A,2.167626248141463,635,This is item number 122 in category C,true,2.8068008468146903
123,item_123,D,74.32092001390555,267,This is item number 123 in category B,true,1.9286519173103587
124,item_124,A,16.059765623374723,98,This is item number 124 in category D,true,3.54402913851378
125,item_125,B,60.09530259901994,971,This is item number 125 in category C,false,3.4599403952878913
126,item_126,B,18.40665483494647,100,This is item number 126 in category C,false,4.7242972074999035
127,item_127,E,10.209777004206199,76,This is item number 127 in category C,true,3.039842132879573
128,item_128,C,47.01785226550502,912,This is item number 128 in category E,false,3.3994830593717897
129,item_129,C,71.95968605058944,297,This is item number 129 in category E,true,4.858711078346076
130,item_130,D,47.313445828583546,18,This is item number 130 in category B,false,3.998683440835176
131,item_131,D,17.043142499838503,449,This is item number 131 in category A,true,4.95908785366051
132,item_132,E,73.48126568298021,913,This is item number 132 in category A,true,4.117557175628614
133,item_133,C,51.32015816925397,224,This is item number 133 in category A,false,2.344356111556414
134,item_134,E,40.325299126981406,406,This is item number 134 in category B,false,4.228945224417007
135,item_135,D,10.629837608664861,248,This is item number 135 in category E,false,3.103613113237961
136,item_136,D,39.213138674963524,376,This is item number 136 in category E,true,2.37901678601332
137,item_137,D,35.42120074971138,770,This is item number 137 in category B,false,2.9182248547648015
138,item_138,B,78.24711017539767,380,This is item number 138 in category E,true,3.2831491787396416
139,item_139,A,54.46775629578783,239,This is item number 139 in category A,true,1.1052065501887052
140,item_140,B,37.11340565834289,14,This is item number 140 in category C,true,3.7112655530643166
141,item_141,C,58.275169742653944,993,This is item number 141 in category E,false,1.7287442879463142
142,item_142,A,73.72421724323036,661,This is item number 142 in category A,false,1.6921015082691073
143,item_143,E,64.13123894945736,265,This is item number 143 in category D,true,3.5747166945091697
144,item_144,C,15.51481662859484,161,This is item number 144 in category E,false,4.082148380942424
145,item_145,E,17.699362554773234,896,This is item number 145 in category C,true,2.9193852116099746
146,item_146,C,39.67165524945984,369,This is item number 146 in category D,true,4.98606286868122
147,item_147,A,35.69854437726862,110,This is item number 147 in category E,false,2.77341373240342
148,item_148,D,56.02449791381161,578,This is item number 148 in category D,true,2.5176114007782227
149,item_149,D,2.280000054238751,383,This is item number 149 in category D,false,1.7594804926574201
150,item_150,D,84.19679308927738,661,This is item number 150 in category A,false,4.825102033394657
151,item_151,C,66.73759778635912,39,This is item number 151 in category C,false,1.1728116470135066
152,item_152,E,88.87932224917517,126,This is item number 152 in category E,true,1.8087971629457082
153,item_153,A,4.336702554657124,903,This is item number 153 in category C,true,1.794699667757257
154,item_154,C,4.214270738690262,20,This is item number 154 in category A,false,1.5591947320665902
155,item_155,E,17.317248522059526,664,This is item number 155 in category B,true,2.237109296152775
156,item_156,E,79.20641460343298,52,This is item number 156 in category A,true,4.483262338003717
157,item_157,E,7.35852629320809,978,This is item number 157 in category A,false,3.577380981267479
158,item_158,A,21.282271547568886,344,This is item number 158 in category D,false,3.8064375747075503
159,item_159,D,97.69087008287791,483,This is item number 159 in category B,false,4.588983219480458
160,item_160,D,66.42559734129064,198,This is item number 160 in category B,false,1.5925832569438736
161,item_161,E,35.17137744850692,73,This is item number 161 in category A,true,3.6581250213804766
162,item_162,E,41.17722858647035,759,This is item number 162 in category D,true,2.7977670528512424
163,item_163,D,2.658195076635239,946,This is item number 163 in category E,false,3.238127566915632
164,item_164,B,77.98974172674326,623,This is item number 164 in category E,true,1.723726660009742
165,item_165,B,29.677584286209235,3,This is item number 165 in category C,false,3.3422006449370216
166,item_166,C,33.74797397488843,327,This is item number 166 in category A,false,4.500832645960672
167,item_167,C,62.94733205071804,750,This is item number 167 in category A,false,2.936489815696282
168,item_168,C,61.24473048051625,633,This is item number 168 in category E,true,2.0188647441244214
169,item_169,A,33.289893252861546,902,This is item number 169 in category E,true,1.1026872679555089
170,item_170,C,35.121483718836124,837,This is item number 170 in category A,true,3.281794242112813
171,item_171,E,4.2692364044755955,67,This is item number 171 in category C,false,2.42664349725726
172,item_172,D,71.54494751518858,940,This is item number 172 in category D,false,4.306008747160815
173,item_173,D,44.616124528822056,658,This is item number 173 in category C,true,2.504518310353345
174,item_174,C,48.58515297371897,966,This is item number 174 in category E,false,4.488185231770061
175,item_175,A,75.39422057540608,344,This is item number 175 in category E,false,2.178966902687629
176,item_176,E,23.97183282703108,252,This is item number 176 in category A,false,4.671199409652056
177,item_177,A,85.63504519778553,176,This is item number 177 in category E,true,2.2373086171203593
178,item_178,D,44.01310403069023,447,This is item number 178 in category B,true,1.9460855776192911
179,item_179,B,73.5335998977731,758,This is item number 179 in category A,false,3.449894140959891
180,item_180,D,72.71343621031738,397,This is item number 180 in category E,true,3.3792699985353565
181,item_181,E,39.19548911913034,631,This is item number 181 in category B,false,3.948888654486596
182,item_182,B,70.88529353763671,443,This is item number 182 in category C,false,2.4595921306728123
183,item_183,A,6.726491651936417,449,This is item number 183 in category E,false,4.31608066366193
184,item_184,E,28.232430776415363,483,This is item number 184 in category B,true,2.118869876961828
185,item_185,C,8.8317143639004,775,This is item number 185 in category C,false,1.6343428125991784
186,item_186,D,34.02720889398084,770,This is item number 186 in category E,true,3.1107548160198224
187,item_187,E,71.81401983151746,533,This is item number 187 in category D,false,4.966669701733947
188,item_188,D,13.598983667529751,844,This is item number 188 in category C,true,1.6924537878731614
189,item_189,B,51.47569145856102,563,This is item number 189 in category A,false,4.529314476269429
190,item_190,B,30.987253187739483,50,This is item number 190 in category A,false,2.512021922184143
191,item_191,E,0.9087125316559419,461,This is item number 191 in category D,true,2.991576991842183
192,item_192,A,2.867143131330818,95,This is item number 192 in category E,false,3.4230020355490614
193,item_193,D,24.198565100362956,870,This is item number 193 in category A,true,3.07361827872321
194,item_194,C,59.95780945795421,508,This is item number 194 in category C,false,3.2335540382538475
195,item_195,C,2.946082307574105,622,This is item number 195 in category C,true,3.2640527647162125
196,item_196,B,20.70823137560682,304,This is item number 196 in category D,false,4.077497197669762
197,item_197,C,30.411618030843858,533,This is item number 197 in category C,false,3.759183328564113
198,item_198,C,54.617841210228356,55,This is item number 198 in category E,false,3.4597291579635274
199,item_199,B,89.90605452835084,328,This is item number 199 in category D,true,1.7025411844821354
200,item_200,A,38.7000074758104,515,This is item number 200 in category D,false,3.601504388803093
201,item_201,C,40.139519940924274,827,This is item number 201 in category D,true,4.128611575265438
202,item_202,E,89.2523707752417,41,This is item number 202 in category C,true,4.853073461401001
203,item_203,A,93.06861746690832,943,This is item number 203 in category A,false,3.66580981382094
204,item_204,E,34.98685747077973,886,This is item number 204 in category B,false,3.201794846802566
205,item_205,D,84.50104046210029,510,This is item number 205 in category D,true,1.0204833351497693
206,item_206,A,86.32973091876552,863,This is item number 206 in category C,true,2.338836685175551
207,item_207,D,38.767987202688126,571,This is item number 207 in category A,false,1.8476899754197094
208,item_208,C,57.71574311608427,152,This is item number 208 in category B,false,1.6841799525990102
209,item_209,E,58.533397255170584,387,This is item number 209 in category A,true,1.783003345719501
210,item_210,E,85.68481147730742,578,This is item number 210 in category B,false,2.7709129795065484
211,item_211,B,54.21432335671616,384,This is item number 211 in category C,true,2.236199206411702
212,item_212,C,4.258968060806412,580,This is item number 212 in category E,true,4.804861016491588
213,item_213,A,22.957188542550565,741,This is item number 213 in category C,false,3.8528259611431253
214,item_214,A,81.79917102204794,310,This is item number 214 in category B,true,4.249887431550974
215,item_215,A,91.01277013715048,820,This is item number 215 in category D,false,3.270238488682444
216,item_216,E,3.786058440981821,941,This is item number 216 in category C,false,2.9249743345462096
217,item_217,D,83.38195794171823,146,This is item number 217 in category B,true,4.28388057566281
218,item_218,B,88.8785255321697,837,This is item number 218 in category E,true,4.935535233651927
219,item_219,B,14.257617700518765,319,This is item number 219 in category C,true,2.2059594366254025
220,item_220,B,13.953905946894308,904,This is item number 220 in category C,true,4.580812245005185
221,item_221,C,52.97355228437773,49,This is item number 221 in category E,true,4.227102091082591
222,item_222,D,71.06119346662305,761,This is item number 222 in category D,true,3.4787701031380998
223,item_223,B,69.20519184099248,55,This is item number 223 in category A,false,1.1475698015767177
224,item_224,B,54.6001364846118,391,This is item number 224 in category D,false,3.8443748248169047
225,item_225,C,29.150578394987626,477,This is item number 225 in category D,false,2.123552072802582
226,item_226,C,65.00535075879375,824,This is item number 226 in category D,true,1.4868652104564566
227,item_227,C,36.09328914611839,222,This is item number 227 in category D,false,3.8048328305956356
228,item_228,C,75.04803480608896,218,This is item number 228 in category A,false,1.0097143350806839
229,item_229,D,52.28001253532247,558,This is item number 229 in category C,true,1.9931260978925733
230,item_230,A,68.4404948892398,52,This is item number 230 in category A,false,1.900804893997238
231,item_231,E,86.04933515986892,467,This is item number 231 in category A,false,2.136074712430139
232,item_232,A,62.254734991368444,587,This is item number 232 in category A,true,1.0312314497287565
233,item_233,C,47.83357351803673,125,This is item number 233 in category D,false,4.377404962797478
234,item_234,E,86.0617556962799,189,This is item number 234 in category D,false,3.094002915584927
235,item_235,C,21.63769156001749,931,This is item number 235 in category A,true,4.965936772320634
236,item_236,E,33.104909991077015,437,This is item number 236 in category D,false,3.0125442941759943
237,item_237,E,26.518060115798104,948,This is item number 237 in category C,true,2.7431028778939632
238,item_238,C,86.10828452582278,297,This is item number 238 in category B,false,1.6540904302330541
239,item_239,C,70.20188152959291,772,This is item number 239 in category A,false,3.118062326164072
240,item_240,A,57.437822575834694,120,This is item number 240 in category B,false,4.40314859590734
241,item_241,C,72.69028015872709,972,This is item number 241 in category C,true,3.6449215751320487
242,item_242,D,80.00237228152768,217,This is item number 242 in category E,true,2.7230195978460423
243,item_243,B,95.87995675893318,82,This is item number 243 in category B,true,1.1171129523247831
244,item_244,D,27.98001031364984,632,This is item number 244 in category E,false,1.0497393777226476
245,item_245,C,9.86300038728002,159,This is item number 245 in category E,true,2.287438733696725
246,item_246,C,77.13724630676043,53,This is item number 246 in category E,false,1.6377666486766032
247,item_247,B,22.557522402261164,645,This is item number 247 in category B,false,3.080800834457208
248,item_248,E,0.09957386597188034,852,This is item number 248 in category D,false,2.1815345343202805
249,item_249,E,95.21992457402548,334,This is item number 249 in category E,false,1.1761886395732368
250,item_250,C,53.967935678544606,965,This is item number 250 in category B,true,3.239658820982195
251,item_251,C,66.17290829359676,802,This is item number 251 in category B,true,4.180445358174009
252,item_252,E,92.54512041121119,986,This is item number 252 in category E,true,3.7262215654488897
253,item_253,A,81.2780299869871,50,This is item number 253 in category A,false,2.183470185666295
254,item_254,B,43.13264201626584,332,This is item number 254 in category C,false,4.848579389772714
255,item_255,C,75.50053283246592,771,This is item number 255 in category E,true,1.8973380443609935
256,item_256,B,47.150717913347506,593,This is item number 256 in category A,false,2.271623249561122
257,item_257,D,85.30043397403355,386,This is item number 257 in category C,true,1.039731539497418
258,item_258,B,56.87657736554732,630,This is item number 258 in category B,false,3.811987571869046
259,item_259,D,21.933031002069814,268,This is item number 259 in category D,false,2.101339772699674
260,item_260,D,32.209132093125106,297,This is item number 260 in category A,false,1.5600872760498374
261,item_261,B,1.6570965337939891,68,This is item number 261 in category E,false,2.7719765821669133
262,item_262,E,91.0041322574009,750,This is item number 262 in category C,true,1.10481389110406
263,item_263,D,78.61872004639335,713,This is item number 263 in category B,false,1.2959604929564899
264,item_264,C,56.18293913354794,934,This is item number 264 in category A,true,4.1271389505971445
265,item_265,C,41.10973247307197,627,This is item number 265 in category B,true,1.1466408763145362
266,item_266,E,68.54355134796218,931,This is item number 266 in category C,false,2.6238101094142716
267,item_267,D,41.003191494622314,822,This is item number 267 in category A,false,2.0170965995578887
268,item_268,E,25.4209137939713,439,This is item number 268 in category D,false,3.8514341497148523
269,item_269,A,72.51054643677892,10,This is item number 269 in category C,false,4.128175627939205
270,item_270,E,64.48932827858351,986,This is item number 270 in category C,true,2.923542265500746
271,item_271,E,56.247808176435676,614,This is item number 271 in category E,false,4.4392205630585
272,item_272,E,94.18660072613488,278,This is item number 272 in category D,false,2.0534219368598237
273,item_273,D,75.4655060992722,704,This is item number 273 in category C,false,4.845659434967926
274,item_274,D,58.83324551493203,141,This is item number 274 in category C,false,2.644543409197557
275,item_275,B,4.973729136637772,207,This is item number 275 in category B,true,1.9287787361542574
276,item_276,B,53.445367305340476,722,This is item number 276 in category A,true,2.0406938024203574
277,item_277,E,94.11563781598798,827,This is item number 277 in category D,false,3.3264983803039616
278,item_278,A,24.339998904963277,375,This is item number 278 in category A,false,2.1591360999148455
279,item_279,B,82.92855044827377,135,This is item number 279 in category E,true,3.4968873135487266
280,item_280,C,77.64780035152839,330,This is item number 280 in category B,false,3.495118570044035
281,item_281,A,83.99923382518634,544,This is item number 281 in category D,false,3.2155801000651514
282,item_282,A,63.37297749988997,352,This is item number 282 in category B,false,2.040076754124024
283,item_283,C,3.695088395238666,1000,This is item number 283 in category D,false,3.515187340306023
284,item_284,C,89.90641876426902,59,This is item number 284 in category D,false,4.178066356680475
285,item_285,B,53.26305515207193,203,This is item number 285 in category C,true,3.413242059379202
286,item_286,E,24.798603463523385,490,This is item number 286 in category D,false,3.7402978919173497
287,item_287,E,76.76642586197411,310,This is item number 287 in category D,true,4.254175484451388
288,item_288,D,90.19315927403413,802,This is item number 288 in category E,false,1.870300174321466
289,item_289,B,39.53254367548284,849,This is item number 289 in category D,false,4.7518344482200945
290,item_290,B,81.16512583254864,786,This is item number 290 in category D,false,1.4588715253160345
291,item_291,B,64.73843323508063,653,This is item number 291 in category E,false,4.083191055846525
292,item_292,D,3.7662477341004474,9,This is item number 292 in category B,true,3.5238350146187107
293,item_293,B,6.741236257612249,558,This is item number 293 in category E,false,1.0248642273572983
294,item_294,A,9.552015218603248,567,This is item number 294 in category C,true,1.6927359460784572
295,item_295,B,41.046963945294245,661,This is item number 295 in category D,false,4.90163315130423
296,item_296,B,37.27589513915353,749,This is item number 296 in category B,true,2.968655716436245
297,item_297,E,99.02722407150124,531,This is item number 297 in category C,true,1.5689523692509826
298,item_298,B,71.36480860158699,547,This is item number 298 in category D,false,4.550539643516686
299,item_299,C,76.44284094499788,844,This is item number 299 in category C,false,2.297459112027341
300,item_300,D,57.033257935082105,966,This is item number 300 in category B,true,2.5681498918353025
301,item_301,C,84.94308972925857,619,This is item number 301 in category D,true,2.231143673638388
302,item_302,A,9.50947685643937,234,This is item number 302 in category D,false,1.4525759945542402
303,item_303,C,19.296782638848796,790,This is item number 303 in category B,true,3.067591397949539
304,item_304,E,19.355450974829502,235,This is item number 304 in category B,true,4.9731332049130845
305,item_305,C,59.43668666494546,901,This is item number 305 in category E,true,2.5621568943815443
306,item_306,D,1.9983022518618165,749,This is item number 306 in category C,true,1.7211566804824696
307,item_307,B,65.71010720979783,240,This is item number 307 in category B,true,3.633905794392306
308,item_308,E,91.03575779729188,471,This is item number 308 in category D,true,3.700647185280591
309,item_309,E,91.47013459499763,470,This is item number 309 in category C,true,4.995811864721702
310,item_310,A,29.88479141791247,794,This is item number 310 in category A,false,4.758883641307817
311,item_311,B,37.36180759732059,365,This is item number 311 in category B,true,2.917837202619789
312,item_312,C,62.31308459847696,980,This is item number 312 in category E,true,2.508614485347542
313,item_313,E,17.22862793585912,751,This is item number 313 in category D,false,1.5127982867811633
314,item_314,D,91.02985330948084,299,This is item number 314 in category E,false,1.325814935701651
315,item_315,D,68.34321393399436,281,This is item number 315 in category E,true,4.064380810025677
316,item_316,C,84.05737336265128,509,This is item number 316 in category E,false,2.0169877536825114
317,item_317,E,79.1644814280758,277,This is item number 317 in category D,false,3.416414003636218
318,item_318,E,58.619445405684885,960,This is item number 318 in category C,true,2.1117137425931802
319,item_319,D,76.72791534673273,589,This is item number 319 in category A,false,3.574217563969
320,item_320,A,45.69141398827655,43,This is item number 320 in category A,false,3.3482114344278107
321,item_321,E,25.5483368147137,242,This is item number 321 in category B,true,3.8389197361475067
322,item_322,C,58.10093091096341,498,This is item number 322 in category B,false,1.0112494876713143
323,item_323,D,85.68533836754739,574,This is item number 323 in category E,false,1.8962185859457485
324,item_324,E,97.22389900296702,835,This is item number 324 in category D,true,2.4123206980360163
325,item_325,E,50.240670422892286,380,This is item number 325 in category C,true,3.2256221352479573
326,item_326,D,81.21534032449124,258,This is item number 326 in category E,true,2.826306888266301
327,item_327,E,94.02499977206507,336,This is item number 327 in category E,true,3.166686967400177
328,item_328,D,25.763138890521574,460,This is item number 328 in category D,false,1.427388537794175
329,item_329,A,6.49142379264932,917,This is item number 329 in category B,false,4.144120082331259
330,item_330,E,32.387817638616454,170,This is item number 330 in category B,true,4.988080652461486
331,item_331,D,36.18071345923488,929,This is item number 331 in category D,false,3.9569568551870815
332,item_332,E,50.22341980152564,405,This is item number 332 in category C,false,3.5018776901510815
333,item_333,D,50.263593176007035,606,This is item number 333 in category A,false,1.3863521008883306
334,item_334,B,86.10130458139963,81,This is item number 334 in category C,true,4.760661687197311
335,item_335,D,93.79333144277312,125,This is item number 335 in category B,false,4.656144400541738
336,item_336,B,96.45350235888463,515,This is item number 336 in category B,false,3.315119319311868
337,item_337,B,10.092942361670588,451,This is item number 337 in category B,true,2.846232033662448
338,item_338,A,91.10614630467107,626,This is item number 338 in category C,false,3.1854245967310115
339,item_339,B,12.032934912870585,55,This is item number 339 in category A,true,2.6505922278354617
340,item_340,C,73.3088395351734,587,This is item number 340 in category B,true,4.66708322825014
341,item_341,B,20.841531451338703,515,This is item number 341 in category B,true,4.889908648517384
342,item_342,B,81.12792224998114,661,This is item number 342 in category C,true,2.811009064573859
343,item_343,B,56.766329939425766,237,This is item number 343 in category D,false,3.572157472883274
344,item_344,D,87.87361472629142,7,This is item number 344 in category B,false,3.309252672694143
345,item_345,D,8.250192206797491,311,This is item number 345 in category E,false,4.080125992275357
346,item_346,A,56.216518237994414,262,This is item number 346 in category C,false,4.1680374106486076
347,item_347,B,76.12531859597527,739,This is item number 347 in category B,true,1.7884433612683752
348,item_348,C,55.45437721938141,455,This is item number 348 in category B,true,4.398726560906369
349,item_349,B,75.36753552675695,286,This is item number 349 in category B,false,2.2719820369618646
350,item_350,A,3.337999854511353,190,This is item number 350 in category A,true,1.1938390728035846
351,item_351,A,78.27025524847822,603,This is item number 351 in category D,false,4.725385618482846
352,item_352,A,44.66378218042284,480,This is item number 352 in category C,false,4.387604068066567
